Name,JudgeName,Region,Province,Locality,Address,PostalCode,PhoneNumbers,Email,Fax,Url
Juzgado de Primera Instancia nº 78,"PERIANES LOZANO, MARIA ASUNCION",Madrid,Madrid,Madrid,"C/ Ventura Rodríguez, 7",28008,"91 443 86 89, 91 443 86 90",juzpriminstancia078madrid@madrid.org,91 542 85 13,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--78?provincia=28
Juzgado de Primera Instancia nº 72,"LENCE MUÑOZ, SONIA",Madrid,Madrid,Madrid,"C/ Poeta Joan Maragall, 66",28020,91 493 29 07,juzpriminstancia072madrid@madrid.org,91 493 29 11,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--72?provincia=28
Juzgado de Primera Instancia e Instrucción nº 4,"OSMA CASTELLANOS, FORTUNATA CECILIA",Cataluña,Barcelona,Cornellà de Llobregat,"Can Rosés, 1-3",08940,"93 551 70 40, 93 551 70 00",mixt4.cornella@xij.gencat.cat,93 551 70 01,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--4---Cornella-de-Llobregat?provincia=08
Juzgado de Primera Instancia nº 3,,Cataluña,Barcelona,Granollers,"Josep Umbert, 124",08402,"93 693 45 85, 93 693 45 04",instancia3.granollers@xij.gencat.cat,93 693 45 82,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--3---Granollers?provincia=08
Juzgado de Primera Instancia e Instrucción nº 7,"PEREZ MUÑOZ, ALICIA",Cataluña,Barcelona,Gavà,"Bernat Metge, 27",08850,93 635 24 42,mixt7.gava@xij.gencat.cat,93 638 83 24,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--7---Gava?provincia=08
Juzgado de Primera Instancia nº 86,"APARICIO REDONDO, MARIA CRUZ",Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,91 493 08 93,juzpriminstancia086madrid@madrid.org,91 493 09 00,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--86?provincia=28
Juzgado de Primera Instancia e Instrucción nº 8,"VALLEJO GONZALEZ, RUBEN",Cataluña,Barcelona,Gavà,"Avda. Diagonal, 3",08850,93 633 55 50,mixt8.gava@xij.gencat.cat,93 638 94 18,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--8---Gava?provincia=08
Juzgado de Primera Instancia nº 81,"CEBALLOS NORTE, CARLOS",Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,"91 443 88 18, 91 443 88 19",juzpriminstancia081madrid@madrid.org,91 542 30 51,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--81?provincia=28
Juzgado de Primera Instancia e Instrucción nº 6,"BUETAS MESA, MONICA",Cataluña,Barcelona,Gavà,"Plaça Batista i Roca, s/n",08850,93 635 24 47,mixt6.gava@xij.gencat.cat,93 662 15 69,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--6---Gava?provincia=08
Juzgado de Primera Instancia e Instrucción nº 9,"PORTO GARCIA, ROBERTO",Cataluña,Barcelona,Gavà,"Bernat Metge, 27",08850,93 554 40 92,mixt9.gava@xij.gencat.cat,93 554 40 93,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--9---Gava?provincia=08
Juzgado de Primera Instancia nº 2,"ARMENGOL CUBILLOS, INGRID",Cataluña,Barcelona,Granollers,"Josep Umbert, 124",08402,"93 693 45 80, 93 693 45 04",instancia2.granollers@xij.gencat.cat,93 693 45 81,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--2---Granollers?provincia=08
Juzgado de Primera Instancia nº 85,"SERANTES GOMEZ, MARIA",Madrid,Madrid,Madrid,"C/ Francisco Gervás, 10",28020,91 493 61 74,juzpriminstancia085madrid@madrid.org,91 498 61 79,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--85?provincia=28
Juzgado de Primera Instancia nº 80,"NIETO CENTENO, ROCIO",Madrid,Madrid,Madrid,"C/ Francisco Gervás, 10",28020,"91 493 62 21, 91 493 62 22",juzpriminstancia080madrid@madrid.org,91 493 63 75,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--80?provincia=28
Juzgado de Primera Instancia nº 83,"RODRIGUEZ FERNANDEZ-YEPES, DAVID",Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,"91 443 87 13, 91 443 87 14",juzpriminstancia083madrid@madrid.org,91 559 10 12,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--83?provincia=28
Juzgado de Primera Instancia nº 87,"PEREZ GUIJO, MARIA DEL CARMEN",Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,91 443 78 29,juzpriminstancia087madrid@madrid.org,91 443 78 30,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--87?provincia=28
Juzgado de Primera Instancia nº 84,"REQUEJO GARCIA, CRISTINA",Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,"91 443 87 35, 91 443 87 36",juzpriminstancia084madrid@madrid.org,91 541 89 08,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--84?provincia=28
Juzgado de Primera Instancia nº 4,"RAMOS DE LA PEÑA, JAVIER",Cataluña,Barcelona,Granollers,"Josep Umbert, 124",08402,"93 693 45 86, 93 693 45 04",instancia4.granollers@xij.gencat.cat,93 693 45 89,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--4---Granollers?provincia=08
Juzgado de Violencia sobre la Mujer nº 1,"HERRAIZ NAVARRO, ZAIDA",Cataluña,Barcelona,Gavà,"Bernat Metge, 27",08850,93 554 52 65,vido1.gava@xij.gencat.cat,93 633 42 13,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Violencia-sobre-la-Mujer-n--1---Gava?provincia=08
Juzgado de Primera Instancia e Instrucción nº 5,"BOIX DE GISPERT, LAIA",Cataluña,Barcelona,Gavà,"Plaça Batista i Roca, s/n",08850,93 635 24 32,mixt5.gava@xij.gencat.cat,93 638 49 46,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--5---Gava?provincia=08
Juzgado de Primera Instancia nº 1,"OLLE COLL, LLUIS",Cataluña,Barcelona,Granollers,"Josep Umbert, 124",08402,93 693 45 75,instancia1.granollers@xij.gencat.cat,93 693 45 77,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--1---Granollers?provincia=08
Juzgado de Primera Instancia nº 88,"LOBO DOMINGUEZ, ESTHER",Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,91 443 78 58,juzpriminstancia088madrid@madrid.org,91 443 78 50,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--88?provincia=28
Juzgado de Primera Instancia nº 82,,Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,"91 443 87 99, 91 443 88 00",juzpriminstancia082madrid@madrid.org,91 559 73 44,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--82?provincia=28
Juzgado de Primera Instancia nº 89,,Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,91 443 78 76,juzpriminstancia089madrid@madrid.org,91 443 78 70,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--89?provincia=28
Juzgado de Primera Instancia nº 92,"ILUNDAIN MINONDO, MARIA DEL MAR",Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,"91 493 63 93, 91 493 63 94",juzpriminstancia092madrid@madrid.org,91 533 49 27,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--92?provincia=28
Juzgado de Primera Instancia nº 99,"MALDONADO RAMOS, JAIME",Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,91 443 79 55,juzpriminstancia099madrid@madrid.org,91 443 79 00,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--99?provincia=28
Juzgado de Instrucción nº 2,"TAMAYO MARTINEZ, ALBA",Cataluña,Barcelona,Granollers,"Josep Umbert, 124",08402,"93 693 45 65, 93 693 45 04",instruccio2.granollers@xij.gencat.cat,93 693 45 64,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--2---Granollers?provincia=08
Juzgado de Primera Instancia nº 95,"RUIZ RAMOS, MARIA DE LOS DOLORES",Madrid,Madrid,Madrid,"C/ Ventura Rodríguez, 7",28008,"91 443 87 70, 91 443 87 71",juzpriminstancia095madrid@madrid.org,91 559 61 95,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--95?provincia=28
Juzgado de Primera Instancia nº 96,"ALVAREZ GARCIA, MARIA BEGOÑA",Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,"91 493 64 08, 91 493 64 09",juzpriminstancia096madrid@madrid.org,91 535 13 57,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--96?provincia=28
Juzgado de Primera Instancia nº 8,"IZQUIERDO TRECHERA, ALMUDENA",Cataluña,Barcelona,Granollers,"Josep Umbert, 124",08402,93 829 20 77,instancia8.granollers@xij.gencat.cat,93 829 20 80,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--8---Granollers?provincia=08
Juzgado de Primera Instancia nº 91,"CORRAL CORRAL, EDUARDO",Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,91 443 78 02,juzpriminstancia091madrid@madrid.org,91 443 78 00,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--91?provincia=28
Juzgado de Primera Instancia nº 90,,Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,91 443 78 24,juzpriminstancia090madrid@madrid.org,91 443 78 20,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--90?provincia=28
Juzgado de Primera Instancia nº 97,"VACAS HERMIDA, MARIA INMACULADA",Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,91 443 79 53,juzpriminstancia097madrid@madrid.org,91 443 78 80,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--97?provincia=28
Juzgado de Primera Instancia nº 7,,Cataluña,Barcelona,Granollers,"Josep Umbert, 124",08402,"93 693 47 30, 93 693 45 04",instancia7.granollers@xij.gencat.cat,93 693 47 31,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--7---Granollers?provincia=08
Juzgado de Instrucción nº 3,"CHOVA MARTI, MERCE",Cataluña,Barcelona,Granollers,"Josep Umbert, 124",08402,"93 693 45 66, 93 693 45 04",instruccio3.granollers@xij.gencat.cat,93 693 45 69,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--3---Granollers?provincia=08
Juzgado de Primera Instancia nº 93,"ANCOS BENAVENTE, MARIA DE LA ESPERANZA",Madrid,Madrid,Madrid,"C/ Francisco Gervás, 10",28020,"91 493 68 06, 91 493 68 07",juzpriminstancia093madrid@madrid.org,91 559 92 78,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--93?provincia=28
Juzgado de lo Social nº 1,"BRIONES JURADO, CARMEN",Cataluña,Barcelona,Granollers,"Josep Umbert, 124",08402,"93 693 47 10, 93 693 45 04",social1.granollers@xij.gencat.cat,93 693 47 13,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--1---Granollers?provincia=08
Juzgado de Instrucción nº 4,"PAMPIN PAMPIN, MARIA LUISA",Cataluña,Barcelona,Granollers,"Josep Umbert, 124",08402,"93 693 45 70, 93 693 45 04",instruccio4.gnl@xij.gencat.cat,93 693 45 73,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--4---Granollers?provincia=08
Juzgado de Primera Instancia nº 9,"PALMERO MALDONADO, RAQUEL",Cataluña,Barcelona,Granollers,"Josep Umbert, 124",08402,93 829 20 81,instancia9.granollers@xij.gencat.cat,93 829 20 84,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--9---Granollers?provincia=08
Juzgado de Primera Instancia nº 98,,Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,91 443 79 54,juzpriminstancia098madrid@madrid.org,91 443 78 90,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--98?provincia=28
Juzgado de Primera Instancia nº 6,"NUÑEZ VARGAS, JAVIER",Cataluña,Barcelona,Granollers,"Josep Umbert, 124",08402,"93 693 45 95, 93 693 45 04",instancia6.granollers@xij.gencat.cat,93 693 45 97,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--6---Granollers?provincia=08
Juzgado de Instrucción nº 1,"NADAL DISLA, MARTA",Cataluña,Barcelona,Granollers,"Josep Umbert, 124",08402,"93 693 45 60, 93 693 45 04",instruccio1.granollers@xij.gencat.cat,93 693 45 61,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--1---Granollers?provincia=08
Juzgado de Primera Instancia nº 94,"ALIA RAMOS, MARIA JESUS",Madrid,Madrid,Madrid,"C/ Ventura Rodríguez, 7",28008,"91 443 87 53, 91 443 87 54",juzpriminstancia094madrid@madrid.org,91 559 98 45,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--94?provincia=28
Juzgado de Primera Instancia nº 5,"MARTINEZ PEREZ, DIEGO",Cataluña,Barcelona,Granollers,"Josep Umbert, 124",08402,"93 693 45 90, 93 693 45 04",instancia5.granollers@xij.gencat.cat,93 693 45 93,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--5---Granollers?provincia=08
Juzgado de Violencia sobre la Mujer nº 1,,Cataluña,Barcelona,Granollers,"Josep Umbert, 124",08402,"93 693 47 25, 93 693 45 04",vido1.granollers@xij.gencat.cat,93 693 47 22,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Violencia-sobre-la-Mujer-n--1---Granollers?provincia=08
Juzgado de Primera Instancia nº 1,"JULIAN IBAÑEZ, JESSICA",Cataluña,Barcelona,Hospitalet de Llobregat (L'),"Avda. del Carrilet, 2. Edif. H",08908,"93 554 81 75, 93 554 81 78",instancia1.hospitalet@xij.gencat.cat,93 554 81 63,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--1---Hospitalet-de-Llobregat--L--?provincia=08
Juzgado de Primera Instancia nº 104,"MANZANARES CODESAL, JOSE RAMON",Madrid,Madrid,Madrid,"C/ Francisco Gervás, 10",28020,91 7220 10 4,juzpriminstancia104madrid@madrid.org,91 274 99 44,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--104?provincia=28
Juzgado de Primera Instancia nº 100,"FERNANDEZ LUIS, MARIA DEL CARMEN",Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,91 443 79 56,juzpriminstancia100madrid@madrid.org,91 443 79 20,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--100?provincia=28
Juzgado de Primera Instancia nº 101,"PUERTA LANZON, PEDRO JOSE",Madrid,Madrid,Madrid,"C/ Princesa, 3",28008,"91 443 79 57, 91 443 79 26",juzpriminstancia101madrid@madrid.org,91 443 79 30,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--101?provincia=28
Juzgado de lo Penal nº 3,"CLIMENT DURAN, ANTONIO",Cataluña,Barcelona,Granollers,"Josep Umbert, 124",08402,"93 693 47 06, 93 693 45 04",penal3.granollers@xij.gencat.cat,93 693 47 09,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--3---Granollers?provincia=08
Juzgado de Instrucción nº 1,"LOPEZ JIMENEZ, PEDRO",Madrid,Madrid,Madrid,"Pza. de Castilla, 1 - 2ª Plta.",28046,"91 493 20 14, 91 493 20 00",juzgadoinstruccion1madrid@madrid.org,91 493 20 17,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--1---Madrid?provincia=28
Juzgado de Instrucción nº 4,"SEXMERO IGLESIAS, MARCELINO",Madrid,Madrid,Madrid,"Pza. de Castilla, 1 - 2ª Plta.",28046,"91 493 20 32, 91 493 20 00",juzgadoinstruccion4madrid@madrid.org,91 493 20 35,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--4---Madrid?provincia=28
Juzgado de Primera Instancia nº 102,"OCHOA VIDAUR, MARIA ISABEL",Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,91 704 35 14,juzpriminstancia102madrid@madrid.org,91 703 19 93,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--102?provincia=28
Juzgado de Primera Instancia nº 3,"LEON REINA, JUAN LEON",Cataluña,Barcelona,Hospitalet de Llobregat (L'),"Avda. del Carrilet, 2. Edif. H",08908,"93 554 81 85, 93 554 81 86",instancia3.hospitalet@xij.gencat.cat,93 554 81 65,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--3---Hospitalet-de-Llobregat--L--?provincia=08
Juzgado de Instrucción nº 2,"MARTINEZ GAMO, MARIA DEL PILAR",Madrid,Madrid,Madrid,"Pza. de Castilla, 1 - 2ª Plta.",28046,"91 493 20 20, 91 493 20 00",juzgadoinstruccion2madrid@madrid.org,91 493 20 23,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--2---Madrid?provincia=28
Juzgado de Instrucción nº 3,"DURANTEZ GIL, MARIA ISABEL",Madrid,Madrid,Madrid,"Pza. de Castilla, 1 - 2ª Plta.",28046,"91 493 20 26, 91 493 20 00",juzgadoinstruccion3madrid@madrid.org,91 493 20 29,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--3---Madrid?provincia=28
Juzgado de Primera Instancia nº 2,"FERNANDEZ DE SENESPLEDA, IGNACIO",Cataluña,Barcelona,Hospitalet de Llobregat (L'),"Avda. del Carrilet, 2. Edif. H",08908,"93 554 81 80, 93 554 80 15",instancia2.hospitalet@xij.gencat.cat,93 554 81 64,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--2---Hospitalet-de-Llobregat--L--?provincia=08
Juzgado de Primera Instancia nº 105,"CURA ALVAREZ, ALFREDO DEL",Madrid,Madrid,Madrid,"C/ Francisco Gervás, 10",28020,91 720 10 56,juzpriminstancia105madrid@madrid.org,91 274 99 75,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--105?provincia=28
Juzgado de lo Social nº 2,"MARTINEZ FONS, DANIEL",Cataluña,Barcelona,Granollers,"Josep Umbert, 124",08402,"93 693 47 15, 93 693 45 04",social2.granollers@xij.gencat.cat,93 693 47 17,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--2---Granollers?provincia=08
Juzgado de Primera Instancia nº 103,"MARTIN VALLEJO, MARIA DE LOS ANGELES",Madrid,Madrid,Madrid,"C/ Rosario Pino, 5",28020,91 704 35 15,juzpriminstancia103madrid@madrid.org,91 703 19 94,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--103?provincia=28
Juzgado de lo Penal nº 2,"ALMERIA TRENCO, DANIEL",Cataluña,Barcelona,Granollers,"Josep Umbert, 124",08402,"93 693 47 05, 93 693 45 04",penal2.granollers@xij.gencat.cat,93 693 47 02,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--2---Granollers?provincia=08
Juzgado de lo Penal nº 1,"GARCIA MARTINEZ, SAUL",Cataluña,Barcelona,Granollers,"Josep Umbert, 124",08402,"93 693 47 00, 93 693 45 04",penal1.granollers@xij.gencat.cat,93 693 47 01,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--1---Granollers?provincia=08
Juzgado de lo Social nº 3,,Cataluña,Barcelona,Granollers,"Josep Umbert, 124",08402,"93 693 47 20, 93 693 45 04",social3.granollers@xij.gencat.cat,93 693 47 21,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--3---Granollers?provincia=08
Juzgado de Primera Instancia nº 4,"ZAMBRANA ELISO, BELEN",Cataluña,Barcelona,Hospitalet de Llobregat (L'),"Avda. del Carrilet, 2. Edif. H",08908,"93 554 81 87, 93 554 81 90",instancia4.hospitalet@xij.gencat.cat,93 554 81 66,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--4---Hospitalet-de-Llobregat--L--?provincia=08
Juzgado de Instrucción nº 9,"ZAMARRIEGO FERNANDEZ, ARTURO",Madrid,Madrid,Madrid,"Pza. de Castilla, 1 - 4ª Plta.",28046,"91 493 21 36, 91 493 20 00",juzgadoinstruccion9madrid@madrid.org,91 493 21 37,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--9---Madrid?provincia=28
Juzgado de Instrucción nº 14,"VALLE Y MUÑOZ-TORRERO, CARLOS",Madrid,Madrid,Madrid,"Pza. de Castilla, 1 - 5ª Plta.",28046,"91 493 22 18, 91 493 20 00",juzgadoinstruccion14@madrid.org,91 493 22 19,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--14---Madrid?provincia=28
Juzgado de Instrucción nº 10,"TORRES DIEZ-MADROÑERO, MARIA ANTONIA DE",Madrid,Madrid,Madrid,"Pza. de Castilla, 1 - 4ª Plta.",28046,"91 493 21 41, 91 493 20 00",juzgadoinstruccion10@madrid.org,91 493 21 44,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--10---Madrid?provincia=28
Juzgado de Instrucción nº 12,"BAEZA TRUJILLO, MARIA DOLORES",Madrid,Madrid,Madrid,"Pza. de Castilla, 1 - 4ª Plta.",28046,"91 493 21 54, 91 493 21 55",juzgadoinstruccion12@madrid.org,91 493 21 53,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--12---Madrid?provincia=28
Juzgado de Instrucción nº 3,"PEREZ CARRILLO, ANA",Cataluña,Barcelona,Hospitalet de Llobregat (L'),"Avda. del Carrilet, 2. Edif. H",08908,"93 554 82 10, 93 554 82 07",instruccio3.hospitalet@xij.gencat.cat,93 554 81 71,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--3---Hospitalet-de-Llobregat--L--?provincia=08
Juzgado de Instrucción nº 6,"MERCHANTE SOMALO, PEDRO JAVIER",Madrid,Madrid,Madrid,"Pza. de Castilla, 1 - 3ª Plta.",28046,"91 493 20 86, 91 493 20 00",juzgadoinstruccion6madrid@madrid.org,91 493 20 89,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--6---Madrid?provincia=28
Juzgado de Instrucción nº 13,"BARRERA AGUIRRE, HERMENEGILDO ALFREDO",Madrid,Madrid,Madrid,"Pza. de Castilla, 1 - 5ª Plta.",28046,"91 493 22 12, 91 493 20 00",juzgadoinstruccion13@madrid.org,91 493 22 14,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--13---Madrid?provincia=28
